order_id,customer_id,order_date,amount,currency
106572,NP-18700,2024-09-05,264.32,USD
106719,RB-19645,2024-08-24,9.12,USD
106726,RS-19765,2024-12-06,1387.46,USD
106803,DC-13285,2024-12-29,144.36,USD
106810,AJ-10795,2024-05-14,310.88,USD
106971,BM-11785,2024-09-02,475.94,USD
107139,DP-13390,2024-07-05,180.96,USD
107153,GZ-14545,2024-09-28,46.26,USD
107181,DB-13270,2024-02-04,117.14,USD
107398,BS-11590,2024-08-25,30.25,USD
107454,RD-19720,2024-11-02,124.2,USD
107524,KN-16705,2024-03-02,47.76,USD
107573,PB-19150,2024-12-12,23.47,USD
107594,EH-13945,2024-07-02,79.56,USD
107706,ST-20530,2024-02-14,17.8,USD
107755,CK-12760,2024-02-07,115.36,USD
107769,BT-11395,2024-10-28,257.98,USD
107811,LA-16780,2024-04-29,661.5,USD
107818,MC-17275,2024-09-08,1771.52,USD
107916,JP-15460,2024-08-24,28.55,USD
108147,RD-19480,2024-06-08,1745.36,USD
108182,DL-13315,2024-02-06,9.85,USD
108189,ES-14080,2024-10-02,657.95,USD
108273,EJ-13720,2024-12-16,92.86,USD
108609,AJ-10780,2024-10-31,1563.83,USD
108707,DB-12910,2024-10-24,10.37,USD
108861,MM-17260,2024-05-28,136.96,USD
108903,DO-13435,2024-10-03,234.25,USD
109043,CS-12355,2024-08-15,267.96,USD
109127,JC-15775,2024-12-21,17.28,USD
109134,DE-13255,2024-11-05,20.04,USD
109218,AR-10825,2024-06-30,35.64,USD
109232,ND-18370,2024-01-13,600.53,USD
109302,CS-12175,2024-08-12,196.21,USD
109491,LC-16930,2024-02-20,82.63,USD
109680,VP-21760,2024-10-06,424.97,USD
109855,LH-16900,2024-09-01,380.74,USD
109890,PG-18820,2024-07-21,35.98,USD
109897,BW-11200,2024-08-12,891.78,USD
109904,BF-10975,2024-07-14,19.73,USD
109918,LR-17035,2024-09-07,145.02,USD
109932,VP-21760,2024-12-09,272.56,USD
110030,LF-17185,2024-12-06,26.38,USD
110065,SP-20650,2024-08-05,151.95,USD
110072,MG-17680,2024-10-22,93.89,USD
110100,LC-16885,2024-04-25,302.38,USD
110184,BF-11170,2024-07-12,505.69,USD
110219,EB-13870,2024-05-05,140.66,USD
110352,ED-13885,2024-11-23,23.68,USD
110408,AS-10225,2024-10-18,2438.48,USD
110422,TB-21400,2024-01-21,27.78,USD
110527,ED-13885,2024-08-09,20.88,USD
110555,MM-18055,2024-04-11,410.1,USD
110611,JD-16015,2024-10-06,83.92,USD
110639,RH-19495,2024-08-23,79.02,USD
110786,AJ-10795,2024-12-29,1365.63,USD
110849,JL-15835,2024-04-18,323.46,USD
111003,CR-12625,2024-06-01,334.68,USD
111059,TB-21400,2024-02-03,106.82,USD
111150,RW-19630,2024-12-31,77.21,USD
111157,NH-18610,2024-03-02,154.62,USD
111192,TS-21430,2024-07-30,1367.84,USD
111360,AT-10435,2024-11-24,0,USD
111451,KL-16555,2024-12-26,940.8,USD
111500,DJ-13510,2024-08-17,484.79,USD
111773,JK-15625,2024-06-29,13.92,USD
111857,NM-18445,2024-04-23,53.8,USD
111871,EK-13795,2024-03-18,1318.16,USD
111899,NC-18340,2024-05-04,47.64,USD
111934,GD-14590,2024-05-05,52.05,USD
111962,EB-14170,2024-09-29,817.8,USD
112158,DP-13165,2024-12-02,1155.66,USD
112291,KE-16420,2024-04-03,233.45,USD
112326,PO-19195,2024-01-04,288.06,USD
112403,JO-15280,2024-03-31,0.94,USD
112718,KN-16450,2024-12-16,1.17,USD
112837,LW-17125,2024-09-11,127.95,USD
112851,NR-18550,2024-09-17,182.94,USD
113047,AP-10915,2024-10-24,13.04,USD
113166,LF-17185,2024-12-24,10.53,USD
113257,SC-20305,2024-12-16,361.45,USD
113271,DS-13030,2024-07-09,172.1,USD
113320,LH-17155,2024-12-12,33.79,USD
113362,AJ-10960,2024-09-14,460.22,USD
113383,SF-20065,2024-09-10,370.5,USD
113579,KD-16345,2024-12-13,99.26,USD
113768,AH-10030,2024-05-13,287.46,USD
113859,BC-11125,2024-09-13,340.12,USD
113880,VF-21715,2024-03-01,651.59,USD
113929,CK-12205,2024-06-16,115.95,USD
113964,JP-16135,2024-09-23,18.46,USD
114125,GH-14410,2024-07-09,68.7,USD
114181,AF-10885,2024-05-10,409.52,USD
114195,EA-14035,2024-11-01,103.69,USD
114251,MD-17350,2024-11-05,1476.83,USD
114314,DB-13555,2024-10-11,16.23,USD
114321,NC-18535,2024-08-20,1417.35,USD
114335,XP-21865,2024-09-28,337.09,USD
114433,NP-18325,2024-05-13,149.97,USD
114510,JF-15295,2024-03-14,280.28,USD
114517,TH-21235,2024-12-23,109.84,USD
114643,FM-14215,2024-06-13,14.52,USD
114790,FM-14215,2024-03-11,860.89,USD
115049,MM-17920,2024-09-26,153.82,USD
115056,AR-10510,2024-05-02,28.75,USD
115084,LS-17200,2024-10-18,605.34,USD
115133,DA-13450,2024-09-26,52.75,USD
115161,LC-17050,2024-01-31,319.74,USD
115259,RC-19960,2024-08-25,219.19,USD
115336,AB-10600,2024-11-18,14.48,USD
115357,RF-19735,2024-08-06,69.2,USD
115791,DL-13315,2024-01-16,329.96,USD
115812,BH-11710,2024-06-09,3714.3,USD
115889,SH-20395,2024-11-02,409.3,USD
115973,NG-18430,2024-11-24,2.88,USD
115980,VW-21775,2024-07-15,9.51,USD
116190,SG-20470,2024-07-26,256.48,USD
116239,CL-12565,2024-03-04,390.39,USD
116246,LW-17215,2024-09-12,4163.82,USD
116407,JF-15190,2024-11-15,362.18,USD
116568,BM-11785,2024-12-14,186.3,USD
116666,KT-16480,2024-05-08,1979.97,USD
116673,JO-15280,2024-12-15,6.78,USD
116757,MS-17980,2024-06-30,47.23,USD
116785,MH-17290,2024-04-26,34.0,USD
116834,Dp-13240,2024-10-11,408.47,USD
116904,SC-20095,2024-09-23,9900.19,USD
116932,ME-18010,2024-07-21,1173.62,USD
117016,SC-20095,2024-03-04,15.55,USD
117317,JF-15490,2024-10-19,14.78,USD
117345,BF-10975,2024-08-01,202.9,USD
117429,MR-17545,2024-10-07,129.92,USD
117464,NP-18325,2024-07-22,1249.7,USD
117478,LH-16750,2024-09-21,7.23,USD
117639,MW-18235,2024-05-21,3333.9,USD
117709,PM-18940,2024-05-04,46.8,USD
117765,RB-19465,2024-09-07,643.78,USD
118192,MM-17920,2024-01-13,40.85,USD
118276,MG-17890,2024-12-29,8.74,USD
118304,KH-16360,2024-04-29,19.98,USD
118339,BN-11515,2024-03-17,249.92,USD
118962,CS-12130,2024-08-05,472.04,USD
118976,MY-18295,2024-04-28,526.96,USD
119032,MS-17770,2024-11-27,3.76,USD
119144,JD-16150,2024-11-16,803.94,USD
119151,MP-18175,2024-11-25,1533.26,USD
119172,HD-14785,2024-05-11,122.05,USD
119375,YC-21895,2024-11-17,3116.49,USD
119466,SP-20860,2024-12-15,8.54,USD
119529,DM-13345,2024-11-03,6.34,USD
119977,DN-13690,2024-10-08,136.31,USD
120096,KE-16420,2024-07-04,230.97,USD
120243,AT-10435,2024-12-27,12.72,USD
120278,MS-17365,2024-11-07,317.48,USD
120411,SB-20185,2024-09-20,555.01,USD
120432,DW-13585,2024-08-24,28.05,USD
120474,RP-19390,2024-12-01,3139.93,USD
120544,SS-20140,2024-11-23,46.09,USD
120670,JK-16120,2024-11-02,799.92,USD
120768,IM-15070,2024-12-19,2177.88,USD
120775,RD-19930,2024-10-03,57.91,USD
120852,WB-21850,2024-12-20,84.87,USD
120887,TS-21205,2024-09-27,87.54,USD
120950,GA-14515,2024-11-06,43.68,USD
121006,SC-20020,2024-11-10,1194.87,USD
121167,MO-17500,2024-11-28,18.98,USD
121286,ON-18715,2024-11-04,73.28,USD
121573,SG-20605,2024-11-03,840.71,USD
121629,BT-11680,2024-11-28,998.85,USD
121664,HP-14815,2024-05-06,140.74,USD
121727,JK-15625,2024-08-19,10.72,USD
121762,ML-17395,2024-02-14,560.55,USD
121769,JS-15880,2024-04-08,172.11,USD
122070,AH-10030,2024-04-22,283.53,USD
122217,HP-14815,2024-11-24,111.15,USD
122336,JD-15895,2024-04-13,693.83,USD
122567,MN-17935,2024-02-16,9.04,USD
122588,AR-10540,2024-11-25,58.26,USD
122609,DP-13000,2024-11-12,153.11,USD
122679,AB-10255,2024-07-22,19.68,USD
122749,NG-18430,2024-12-03,479.96,USD
122882,SB-20290,2024-09-07,539.07,USD
122931,SM-20950,2024-09-29,2358.67,USD
123064,RA-19915,2024-06-30,5.78,USD
123127,SP-20620,2024-09-08,16.78,USD
123225,MN-17935,2024-07-11,0,USD
123253,DE-13255,2024-08-22,4.3,USD
123260,FM-14290,2024-08-26,176.8,USD
123295,AH-10120,2024-07-18,285.05,USD
123316,SP-20545,2024-10-13,7.75,USD
123323,LH-16900,2024-11-07,123.14,USD
123344,JD-16060,2024-09-24,211.96,USD
123400,EB-13930,2024-02-02,199.3,USD
123477,DW-13195,2024-01-18,71.35,USD
123498,TC-20980,2024-11-07,110.44,USD
123855,MC-18100,2024-06-18,139.8,USD
123925,RF-19840,2024-12-17,44.05,USD
124023,PJ-19015,2024-04-07,9.86,USD
124079,RF-19345,2024-12-13,93.17,USD
124247,SH-20635,2024-12-16,1403.92,USD
124394,TB-21520,2024-10-17,143.84,USD
124429,MH-17785,2024-05-27,1019.08,USD
124464,SS-20515,2024-07-14,39.48,USD
124478,MA-17560,2024-08-08,1109.72,USD
124513,SL-20155,2024-09-21,66.03,USD
124618,CS-11860,2024-05-02,527.98,USD
124646,DV-13465,2024-06-22,730.13,USD
124688,CC-12610,2024-08-27,1993.21,USD
124702,MH-17785,2024-11-18,867.74,USD
124709,GW-14605,2024-07-27,261.8,USD
124723,GZ-14470,2024-08-05,489.23,USD
124730,LS-17245,2024-11-26,456.09,USD
124737,AP-10915,2024-08-23,424.38,USD
124807,ME-17725,2024-07-12,65.67,USD
124856,LD-17005,2024-09-29,1770.25,USD
125136,KD-16495,2024-09-28,106.94,USD
125150,PW-19030,2024-05-16,232.88,USD
125171,AG-10390,2024-09-03,14.4,USD
125514,BM-11650,2024-09-21,75.58,USD
125542,NB-18655,2024-12-05,573.34,USD
125556,ML-17410,2024-11-14,964.4,USD
125612,BK-11260,2024-08-03,163.62,USD
125682,RB-19645,2024-11-22,10.96,USD
125731,CL-12565,2024-09-10,1508.77,USD
125759,NM-18445,2024-02-08,16.02,USD
125829,WB-21850,2024-11-04,1729.42,USD
125997,MW-18220,2024-09-20,3871.31,USD
126032,BS-11665,2024-06-23,86.38,USD
126193,SS-20410,2024-09-07,321.98,USD
126200,JE-15715,2024-08-25,38.06,USD
126277,LH-16900,2024-09-13,2.75,USD
126333,ME-18010,2024-12-23,5.18,USD
126361,VD-21670,2024-08-04,2338.63,USD
126403,RR-19525,2024-09-09,2534.81,USD
126480,HG-14965,2024-09-20,8.56,USD
126522,LT-16765,2024-09-01,59.33,USD
126683,PP-18955,2024-09-29,2590.48,USD
126760,KM-16720,2024-07-26,1891.32,USD
126802,ZC-21910,2024-12-29,38.98,USD
126907,SM-20950,2024-11-01,15.7,USD
126963,PS-18760,2024-06-15,40.19,USD
127012,GM-14680,2024-08-11,76.28,USD
127131,HR-14830,2024-11-24,721.48,USD
127159,HL-15040,2024-05-12,38.27,USD
127166,KH-16360,2024-05-21,205.6,USD
127187,CP-12085,2024-12-04,129.98,USD
127299,JL-15835,2024-09-19,2692.33,USD
127383,CM-11815,2024-12-31,49.57,USD
127446,MC-17590,2024-11-25,1273.62,USD
127488,MS-17365,2024-09-22,5.07,USD
127523,BG-11695,2024-05-11,35.91,USD
127558,SS-20410,2024-11-15,883.34,USD
127586,CS-12400,2024-09-26,310.12,USD
127614,NF-18385,2024-02-11,1508.13,USD
127859,QJ-19255,2024-03-17,139.28,USD
127866,JD-15895,2024-07-20,662.67,USD
127936,CL-12565,2024-09-02,23.36,USD
127964,AP-10720,2024-03-03,161.07,USD
128055,AA-10315,2024-03-31,726.55,USD
128062,AD-10180,2024-11-19,6.47,USD
128146,DB-13060,2024-06-21,1326.69,USD
128209,GT-14710,2024-11-17,6160.62,USD
128237,CA-12265,2024-03-25,92.36,USD
128524,MZ-17515,2024-11-11,2374.56,USD
128538,AS-10240,2024-10-11,7.64,USD
128622,SC-20260,2024-11-15,12.04,USD
128839,TT-21070,2024-09-08,254.97,USD
128846,RS-19765,2024-04-07,752.92,USD
128888,PB-19105,2024-11-15,604.66,USD
128986,GH-14410,2024-08-03,102.32,USD
129091,RA-19885,2024-11-22,1022.61,USD
129147,LC-17050,2024-11-02,609.44,USD
129168,KB-16585,2024-08-17,15.55,USD
129189,HM-14860,2024-07-21,751.89,USD
129364,TB-21250,2024-12-08,265.78,USD
129574,Dp-13240,2024-05-26,53.24,USD
129819,KC-16675,2024-12-13,13.63,USD
129924,AC-10420,2024-07-12,706.06,USD
129938,EB-13705,2024-12-15,490.38,USD
130092,SV-20365,2024-01-11,10.93,USD
130155,TD-20995,2024-05-19,37.62,USD
130274,JS-15940,2024-05-03,23.72,USD
130421,SC-20020,2024-03-03,176.77,USD
130428,TG-21640,2024-03-31,1256.38,USD
130449,VP-21760,2024-09-06,110.4,USD
130575,CS-11845,2024-12-14,10.19,USD
130624,TB-21280,2024-06-21,767.05,USD
130673,MC-17590,2024-05-20,119.28,USD
130729,AA-10375,2024-10-24,34.27,USD
130813,LS-17230,2024-01-06,21.38,USD
130869,CB-12025,2024-11-17,7.08,USD
130918,JP-15520,2024-08-22,8.39,USD
130960,KB-16600,2024-12-30,0,USD
131002,TB-21400,2024-09-07,1144.21,USD
131009,SC-20380,2024-03-01,574.19,USD
131051,TR-21325,2024-12-01,58.2,USD
131247,GA-14725,2024-03-30,205.67,USD
131310,CL-12565,2024-07-12,134.4,USD
131387,AI-10855,2024-04-28,1847.96,USD
131450,LR-16915,2024-08-08,2049.82,USD
131527,TB-21280,2024-12-01,95.97,USD
131541,CK-12205,2024-07-28,212.47,USD
131800,AJ-10960,2024-12-30,158.39,USD
131905,ND-18460,2024-02-06,353.72,USD
131926,DW-13480,2024-06-01,4120.19,USD
131947,JA-15970,2024-09-17,318.29,USD
132010,MA-17995,2024-10-13,428.71,USD
132227,SZ-20035,2024-11-04,52.06,USD
132451,KF-16285,2024-09-26,665.49,USD
132500,GZ-14470,2024-09-08,0,USD
132542,AM-10360,2024-10-06,16.9,USD
132612,FO-14305,2024-06-09,1585.43,USD
132787,MC-18130,2024-09-19,92.52,USD
132801,JG-15805,2024-10-07,107.44,USD
132864,KN-16390,2024-12-02,119.8,USD
132913,AS-10090,2024-12-24,15.37,USD
132962,JM-15535,2024-09-13,294.31,USD
132983,DS-13180,2024-04-28,159.98,USD
133158,DW-13195,2024-08-19,394.57,USD
133228,MS-17710,2024-04-04,84.83,USD
133270,BM-11785,2024-06-06,14.7,USD
133305,MH-17455,2024-07-11,67.4,USD
133354,SA-20830,2024-02-22,21.38,USD
133389,TB-21280,2024-06-22,9.05,USD
133424,Dl-13600,2024-03-30,60.24,USD
133543,KM-16660,2024-12-22,11.76,USD
133634,SR-20740,2024-11-05,47.79,USD
133690,BS-11755,2024-08-03,243.49,USD
133704,MA-17995,2024-09-20,64.15,USD
133753,CW-11905,2024-06-09,156.57,USD
133809,MS-17530,2024-11-18,23.54,USD
133830,RL-19615,2024-12-05,90.58,USD
133851,CM-12445,2024-06-09,30.46,USD
133963,GA-14515,2024-05-18,4.38,USD
134061,LL-16840,2024-04-29,17.46,USD
134103,MV-18190,2024-01-30,240.5,USD
134215,ML-17395,2024-08-04,617.12,USD
134278,EP-13915,2024-07-06,615.99,USD
134313,RA-19915,2024-11-01,2027.14,USD
134551,TS-21505,2024-12-20,732.31,USD
134572,SV-20365,2024-04-20,1309.58,USD
134621,DP-13390,2024-12-21,18.24,USD
134677,XP-21865,2024-10-06,9.09,USD
134726,SW-20755,2024-11-02,104.2,USD
135090,SP-20920,2024-11-22,53.82,USD
135405,MS-17830,2024-01-09,40.54,USD
135608,JK-15625,2024-12-08,714.56,USD
135657,SC-20725,2024-06-03,567.47,USD
135699,HH-15010,2024-08-29,135.61,USD
135755,NC-18415,2024-05-03,51.07,USD
135993,PJ-18835,2024-05-28,85.01,USD
136280,Co-12640,2024-11-29,5.04,USD
136336,DB-13555,2024-04-21,828.84,USD
136399,CC-12100,2024-12-16,1439.02,USD
136567,PS-19045,2024-12-20,3172.81,USD
136644,SC-20575,2024-06-16,647.84,USD
136742,GP-14740,2024-04-06,44.91,USD
136861,PR-18880,2024-09-05,35.18,USD
137092,LS-16975,2024-10-20,948.42,USD
137274,MG-18145,2024-03-29,890.84,USD
137351,DB-13615,2024-09-30,43.18,USD
137575,TB-21625,2024-08-06,199.98,USD
137589,MS-17770,2024-11-03,286.34,USD
137911,BP-11095,2024-10-09,88.77,USD
138023,KH-16510,2024-08-15,34.06,USD
138072,GA-14725,2024-12-30,27.97,USD
138100,AA-10315,2024-09-15,29.5,USD
138128,FP-14320,2024-12-09,1110.65,USD
138177,ND-18460,2024-09-19,73.92,USD
138198,JL-15130,2024-07-18,13.9,USD
138240,SJ-20500,2024-10-09,160.59,USD
138296,RC-19825,2024-12-05,24.56,USD
138317,NW-18400,2024-06-21,385.26,USD
138359,KH-16330,2024-04-01,73.2,USD
138436,JD-15895,2024-03-26,66.3,USD
138450,EH-13765,2024-10-18,249.47,USD
138513,EH-13990,2024-05-23,12.96,USD
138527,BN-11470,2024-09-12,192.42,USD
138681,CT-11995,2024-12-20,656.33,USD
138709,MS-17770,2024-07-04,37.44,USD
138737,FP-14320,2024-12-07,9.5,USD
138940,GM-14455,2024-04-11,834.19,USD
139017,RM-19375,2024-05-11,46.86,USD
139192,LC-16885,2024-05-27,1334.84,USD
139283,BT-11440,2024-11-23,14.67,USD
139423,DG-13300,2024-11-01,76.12,USD
139451,DN-13690,2024-10-12,36.29,USD
139542,EH-14185,2024-10-25,54.47,USD
139598,MG-17695,2024-12-26,361.61,USD
139633,EC-14050,2024-12-17,5.48,USD
139857,CD-12790,2024-02-02,12.35,USD
139892,BM-11140,2024-09-08,10539.9,USD
140004,CB-12025,2024-03-21,13.46,USD
140032,TS-21340,2024-09-08,8.61,USD
140039,ON-18715,2024-09-13,79.4,USD
140165,EH-14005,2024-05-13,446.01,USD
140228,GB-14530,2024-04-28,211.58,USD
140396,KH-16330,2024-11-20,907.56,USD
140403,TN-21040,2024-10-10,151.39,USD
140473,MC-17425,2024-05-30,719.98,USD
140487,SR-20425,2024-06-14,212.94,USD
140662,TS-21205,2024-11-17,1182.91,USD
140732,MA-17560,2024-11-11,778.39,USD
140795,BD-11500,2024-02-01,515.79,USD
140816,TC-21295,2024-12-20,492.73,USD
140858,CA-12775,2024-06-28,1639.71,USD
140886,KW-16570,2024-09-30,69.22,USD
141005,CS-12355,2024-08-15,69.23,USD
141110,LS-17200,2024-11-26,67.11,USD
141152,RF-19345,2024-09-16,36.91,USD
141173,JC-16105,2024-11-18,73.87,USD
141278,RM-19375,2024-06-21,23.54,USD
141299,RB-19795,2024-06-03,16.81,USD
141313,AJ-10780,2024-12-28,2583.19,USD
141355,BF-11005,2024-09-25,14.58,USD
141607,WB-21850,2024-12-12,43.31,USD
141649,DM-12955,2024-09-30,874.95,USD
141726,CC-12145,2024-07-20,194.14,USD
141796,JG-15160,2024-06-21,1336.34,USD
141838,DK-12835,2024-03-26,66.09,USD
141901,GM-14500,2024-08-09,5.98,USD
142048,JE-15745,2024-06-22,216.43,USD
142314,SF-20200,2024-12-23,207.24,USD
142510,NP-18700,2024-12-22,274.1,USD
142587,TB-21520,2024-10-21,584.52,USD
142727,HG-14845,2024-04-29,76.89,USD
142769,RP-19390,2024-09-13,617.9,USD
142839,TS-21610,2024-08-16,853.09,USD
142951,JG-15115,2024-10-08,25.82,USD
142965,SW-20245,2024-07-20,58.67,USD
142979,EH-13765,2024-04-12,39.68,USD
143168,IG-15085,2024-10-18,69.63,USD
143182,DL-12865,2024-10-15,0,USD
143210,AA-10645,2024-12-01,360.32,USD
143336,ZD-21925,2024-08-27,269.24,USD
143371,MD-17350,2024-12-28,1049.97,USD
143385,SJ-20500,2024-08-31,92.52,USD
143413,RP-19390,2024-05-24,116.28,USD
143637,MS-17710,2024-03-24,44.53,USD
143840,EH-14185,2024-05-22,180.93,USD
143903,KM-16375,2024-07-20,1340.98,USD
143917,KL-16645,2024-07-25,9151.22,USD
144029,MM-18055,2024-05-26,475.79,USD
144071,DJ-13420,2024-12-08,119.32,USD
144281,HK-14890,2024-06-10,540.71,USD
144407,MS-17365,2024-09-09,103.6,USD
144414,GH-14425,2024-06-17,3290.52,USD
144624,JM-15865,2024-11-19,4548.81,USD
144666,JP-15520,2024-11-09,1669.33,USD
144974,CM-12715,2024-09-26,68.53,USD
145212,DC-12850,2024-09-13,5.46,USD
145254,NC-18535,2024-07-23,992.83,USD
145317,SM-20320,2024-03-18,23661.23,USD
145387,AM-10705,2024-10-31,2328.16,USD
145541,TB-21400,2024-12-14,6999.96,USD
145576,CA-12775,2024-09-14,28.74,USD
145800,SS-20410,2024-05-30,355.45,USD
145926,MP-17470,2024-11-17,479.9,USD
146283,KT-16465,2024-09-08,1166.72,USD
146500,AT-10735,2024-08-30,121.24,USD
146528,VF-21715,2024-07-25,24.2,USD
146591,TS-21340,2024-01-19,416.45,USD
146640,HA-14905,2024-06-30,334.77,USD
146703,PO-18865,2024-10-20,233.16,USD
146731,AT-10735,2024-11-03,147.34,USD
146815,PP-18955,2024-09-08,176.28,USD
146843,PB-19150,2024-11-30,150.23,USD
146864,BT-11530,2024-12-22,216.4,USD
146885,EB-13840,2024-05-30,13.62,USD
146969,AP-10915,2024-09-29,968.3,USD
146990,BP-11095,2024-11-07,39.71,USD
146997,SG-20605,2024-01-23,5.94,USD
147235,CD-11920,2024-03-24,24.9,USD
147298,AG-10300,2024-04-26,248.57,USD
147543,BC-11125,2024-07-06,478.48,USD
147900,JK-15640,2024-09-23,28.8,USD
147914,MP-17470,2024-06-04,16.22,USD
148040,BF-11275,2024-03-22,388.7,USD
148285,RD-19810,2024-10-27,22.32,USD
148369,TH-21115,2024-09-23,11.12,USD
148383,RP-19390,2024-12-27,946.76,USD
148425,RF-19345,2024-11-30,6.64,USD
148488,SM-20005,2024-12-10,117.7,USD
148586,AZ-10750,2024-03-25,366.79,USD
148614,MV-17485,2024-01-20,38.66,USD
148761,PA-19060,2024-05-17,91.68,USD
148782,PO-18850,2024-11-02,88.78,USD
148915,ND-18370,2024-11-01,599.9,USD
148950,JD-16015,2024-12-14,43.02,USD
149020,AJ-10780,2024-01-10,54.83,USD
149055,PB-19210,2024-11-23,62.81,USD
149244,MS-17530,2024-11-04,35.34,USD
149524,BS-11590,2024-01-14,68.16,USD
149538,KB-16585,2024-04-04,364.93,USD
149594,MF-18250,2024-09-15,103.94,USD
149643,RH-19510,2024-11-16,273.96,USD
149958,AS-10240,2024-03-15,370.78,USD
150203,JB-15925,2024-12-05,275.29,USD
150245,PC-18745,2024-12-31,1730.84,USD
150301,MH-18025,2024-07-08,70.27,USD
150329,SD-20485,2024-10-10,46.87,USD
150490,SS-20590,2024-08-05,78.12,USD
150518,MW-18220,2024-11-19,503.13,USD
150581,NM-18445,2024-04-08,499.55,USD
150798,JK-15730,2024-12-01,1775.53,USD
151001,JG-15805,2024-04-05,111.9,USD
151078,RF-19840,2024-11-12,54.59,USD
151162,EA-14035,2024-12-05,362.47,USD
151295,JA-15970,2024-11-12,641.02,USD
151330,TC-21295,2024-10-14,2073.8,USD
151379,SC-20695,2024-12-16,114.2,USD
151554,CM-11815,2024-11-14,22.81,USD
151708,MB-17305,2024-08-08,217.35,USD
151792,CV-12295,2024-09-02,263.98,USD
151897,VT-21700,2024-06-06,100.24,USD
151946,BT-11440,2024-06-04,440.05,USD
